Problem,Answer,Solution,Grade,Unit_Name,Lesson_Name,Exercise_Name,Topic,Question_Type,Integer_Answer,Split
"Kira saw some spaceships in the sky. Then, she saw 6 more. In total, she saw 12 spaceships. How many spaceships did Kira see first?",6,"To find out how many spaceships Kira saw initially, we use the information given. She saw some spaceships at first, then saw 6 more, making the total 12 spaceships. We can set up an equation where the initial number of spaceships is represented by a variable, say x. So, x + 6 = 12. To solve for x, subtract 6 from both sides of the equation to get x = 6. Thus, Kira saw 6 spaceships initially.",1st grade,Addition and subtraction,Word problems within 20,addition-and-subtraction-word-problems-within-20--level-2,integer-addition-subtraction,Word Problem,True,train
A fox weighs 4 kilograms. A monkey weighs 5 kilograms more than the fox. How much does the monkey weigh?,9,"The problem states that a fox weighs 4 kilograms, and a monkey weighs 5 kilograms more than the fox. To find the weight of the monkey, you add 5 kilograms to the fox's weight of 4 kilograms. So, 4 kilograms (fox) + 5 kilograms = 9 kilograms. Therefore, the monkey weighs 9 kilograms.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Alex has 19 marbles. Emily has 5 marbles. How many more marbles does Alex have than Emily?,14,"To find out how many more marbles Alex has than Emily, you subtract the number of marbles Emily has from the number of marbles Alex has. Alex has 19 marbles and Emily has 5 marbles. So, you calculate 19 minus 5, which equals 14. This means Alex has 14 more marbles than Emily.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Yuri read 17 books. Hiro read 5 books. How many more books did Yuri read than Hiro?,12,"To determine how many more books Yuri read than Hiro, you subtract the number of books Hiro read from the number of books Yuri read. Yuri read 17 books, and Hiro read 5 books. So you calculate 17 minus 5, which equals 12. Therefore, Yuri read 12 more books than Hiro.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
An octopus has 8 arms. A starfish has 5 arms. How many fewer arms does the starfish have than the octopus?,3,"To find how many fewer arms the starfish has compared to the octopus, you subtract the number of starfish arms from the number of octopus arms. The octopus has 8 arms, and the starfish has 5 arms. So, 8 minus 5 equals 3. Therefore, the starfish has 3 fewer arms than the octopus.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Sun Li is 18 years old. Her brother Zeb is 13 years old. How many years older is Sun Li than Zeb?,5,"To find out how many years older Sun Li is than Zeb, you subtract Zeb's age from Sun Li's age. So, 18 (Sun Li's age) minus 13 (Zeb's age) equals 5. Therefore, Sun Li is 5 years older than Zeb.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Yesterday Ali caught 12 bugs. Today he caught 17 bugs. How many fewer bugs did Ali catch yesterday than today?,5,"To determine how many fewer bugs Ali caught yesterday compared to today, you subtract the number of bugs caught yesterday from the number caught today. Ali caught 17 bugs today and 12 bugs yesterday. So, you calculate 17 minus 12, which equals 5. Therefore, Ali caught 5 fewer bugs yesterday than he did today.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Dan swam 7 laps. Lucia swam 2 fewer laps than Dan. How many laps did Lucia swim?,5,"Dan swam 7 laps. Lucia swam 2 fewer laps than Dan. To find how many laps Lucia swam, subtract 2 from the number of laps Dan swam. So, 7 minus 2 equals 5. Therefore, Lucia swam 5 laps.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
One snake caught 12 mice. Another snake caught 5 fewer mice than the first. How many mice did the second snake catch?,7,"The first snake caught 12 mice. The second snake caught 5 fewer mice than the first snake. To find the number of mice the second snake caught, subtract 5 from 12: 

12 - 5 = 7

So, the second snake caught 7 mice.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Javier went to the zoo today and saw 16 monkeys. That is 3 fewer than he saw last Saturday. How many monkeys did Javier see last Saturday?,19,"Javier saw 16 monkeys today, and the problem states this is 3 fewer than the number he saw last Saturday. To find out how many monkeys he saw last Saturday, you need to add the 3 monkeys to the 16 he saw today. So, 16 monkeys plus 3 more monkeys equal 19 monkeys. Therefore, Javier saw 19 monkeys last Saturday.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Riley ordered a snow cone with 4 flavors. Caleb ordered his with 2 flavors. How many fewer flavors did Caleb order?,2,"To determine how many fewer flavors Caleb ordered compared to Riley, subtract the number of flavors Caleb ordered (2) from the number Riley ordered (4). This calculation is 4 minus 2, which equals 2. So, Caleb ordered 2 fewer flavors than Riley.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Sam rode a bull for 8 seconds. Maddie rode a bull for 2 fewer seconds than Sam did. How long did Maddie ride her bull?,6,"Sam rode a bull for 8 seconds, and Maddie rode for 2 fewer seconds than Sam. To find out how long Maddie rode, you subtract 2 from the number of seconds Sam rode. So, 8 seconds minus 2 seconds equals 6 seconds. Maddie rode her bull for 6 seconds.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Liv's pet snake is 2 meters long. Tyler's pet snake is 3 meters longer than Liv's. How long is Tyler's pet snake?,5,"Liv's pet snake is 2 meters long. Tyler's pet snake is 3 meters longer than Liv's snake. To find the length of Tyler's snake, add the extra length to Liv's snake:

2 meters (Liv's snake) + 3 meters = 5 meters. 

Therefore, Tyler's pet snake is 5 meters long.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
"Raj and Carlos are reading. Carlos reads a chapter in 4 minutes, which is 3 minutes less time than it takes Raj. How long does it take Raj to read a chapter?",7,"Carlos takes 4 minutes to read a chapter. We know that this is 3 minutes less than the time it takes Raj. If we let the time it takes Raj to read a chapter be x minutes, we have the equation: x - 3 = 4. To find x, add 3 to both sides of the equation, which gives us x = 7. Therefore, it takes Raj 7 minutes to read a chapter.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Katy and Matt are playing a card game. Katy has 6 cards. Matt has 5 more cards than Katy. How many cards does Matt have?,11,"To find out how many cards Matt has, you need to add the extra cards Matt has to the number of cards Katy has. Katy has 6 cards, and Matt has 5 more than her. So, you add 6 (Katy's cards) to 5 (the extra cards Matt has), which gives you 6 + 5 = 11. Therefore, Matt has 11 cards.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
A blackberry weighs 8 grams. A cherry weighs 6 grams. How much less does the cherry weigh than the blackberry?,2,"To find out how much less the cherry weighs compared to the blackberry, subtract the weight of the cherry from the weight of the blackberry. The blackberry weighs 8 grams, and the cherry weighs 6 grams. So, 8 grams - 6 grams equals 2 grams. Thus, the cherry weighs 2 grams less than the blackberry.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
A fox ran 5 meters. A squirrel ran 7 meters farther than the fox. How far did the squirrel run?,12,"To find out how far the squirrel ran, you need to add the distance the fox ran to the additional meters the squirrel ran. The fox ran 5 meters, and the squirrel ran 7 meters farther. So, you add 7 meters to the 5 meters the fox ran, which gives you 5 + 7 = 12 meters. Therefore, the squirrel ran 12 meters.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
Suri has 1 pencil. Kiran has 9 pencils. How many fewer pencils does Suri have than Kiran?,8,"To find out how many fewer pencils Suri has than Kiran, you subtract the number of pencils Suri has from the number of pencils Kiran has. Kiran has 9 pencils, and Suri has 1 pencil. So, you calculate 9 - 1 = 8. Therefore, Suri has 8 fewer pencils than Kiran.",1st grade,Add and subtract within 20,Add and subtract within 20,addition-and-subtraction-word-problems-within-20--level-3,integer-addition-subtraction,Word Problem,True,train
